MODIFIED IATA,MODIFIED NAME,MODIFIED CITY,MODIFIED STATE,MODIFIED COUNTRY,MODIFIED LATITUDE,MODIFIED LONGITUDE
MODIFIED SRB,MODIFIED UPPER CUMBERLAND REGIONAL,MODIFIED SPARTA,MODIFIED TN,MODIFIED USA,MODIFIED 36.05593278,MODIFIED -85.5307475
MODIFIED SRC,MODIFIED SEARCY MUNICIPAL,MODIFIED SEARCY,MODIFIED AR,MODIFIED USA,MODIFIED 35.21194639,MODIFIED -91.737165
MODIFIED SRQ,MODIFIED SARASOTA BRADENTON INTERNATIONAL,MODIFIED SARASOTA,MODIFIED FL,MODIFIED USA,MODIFIED 27.39533333,MODIFIED -82.55411111
MODIFIED SRR,MODIFIED SIERRA BLANCA REGIONAL,MODIFIED RUIDOSO,MODIFIED NM,MODIFIED USA,MODIFIED 33.46285,MODIFIED -105.5347508
MODIFIED SRV,MODIFIED STONY RIVER 2,MODIFIED STONY RIVER,MODIFIED AK,MODIFIED USA,MODIFIED 61.789875,MODIFIED -156.5881861
MODIFIED SSF,MODIFIED STINSON MUNICIPAL,MODIFIED SAN ANTONIO,MODIFIED TX,MODIFIED USA,MODIFIED 29.3370075,MODIFIED -98.47114056
MODIFIED SSI,MODIFIED MALCOLM MCKINNON,MODIFIED BRUNSWICK,MODIFIED GA,MODIFIED USA,MODIFIED 31.1515925,MODIFIED -81.39134667
MODIFIED SSQ,MODIFIED SHELL LAKE MUNICIPAL,MODIFIED SHELL LAKE,MODIFIED WI,MODIFIED USA,MODIFIED 45.73138139,MODIFIED -91.92066194
MODIFIED STC,MODIFIED ST CLOUD REGIONAL,MODIFIED ST CLOUD,MODIFIED MN,MODIFIED USA,MODIFIED 45.54532417,MODIFIED -94.05833667
MODIFIED STE,MODIFIED STEVENS POINT MUNICIPAL,MODIFIED STEVENS POINT,MODIFIED WI,MODIFIED USA,MODIFIED 44.54513556,MODIFIED -89.53028444
MODIFIED STF,MODIFIED GEORGE M BRYAN,MODIFIED STARKVILLE,MODIFIED MS,MODIFIED USA,MODIFIED 33.43381667,MODIFIED -88.84863806
MODIFIED STJ,MODIFIED ROSECRANS MEMORIAL,MODIFIED ST JOSEPH,MODIFIED MO,MODIFIED USA,MODIFIED 39.77194444,MODIFIED -94.90970556
MODIFIED STK,MODIFIED CROSSON,MODIFIED STERLING,MODIFIED CO,MODIFIED USA,MODIFIED 40.6152625,MODIFIED -103.2646556
MODIFIED STL,MODIFIED LAMBERT-ST LOUIS INTERNATIONAL,MODIFIED ST LOUIS,MODIFIED MO,MODIFIED USA,MODIFIED 38.74768694,MODIFIED -90.35998972
MODIFIED STP,MODIFIED ST PAUL DOWNTOWN HOLMAN,MODIFIED ST PAUL,MODIFIED MN,MODIFIED USA,MODIFIED 44.9344725,MODIFIED -93.05999861
MODIFIED STS,MODIFIED SONOMA CO,MODIFIED SANTA ROSA,MODIFIED CA,MODIFIED USA,MODIFIED 38.50897694,MODIFIED -122.8128803
MODIFIED STT,MODIFIED CYRIL E. KING,MODIFIED CHARLOTTE AMALIE,MODIFIED VI,MODIFIED USA,MODIFIED 18.33730556,MODIFIED -64.97336111
MODIFIED STX,MODIFIED HENRY E. ROHLSEN,MODIFIED CHRISTIANSTED,MODIFIED VI,MODIFIED USA,MODIFIED 17.70188889,MODIFIED -64.79855556
MODIFIED SUA,MODIFIED WITHAM,MODIFIED STUART,MODIFIED FL,MODIFIED USA,MODIFIED 27.18169444,MODIFIED -80.22108333
MODIFIED SUD,MODIFIED STROUD MUNICIPAL,MODIFIED STROUD,MODIFIED OK,MODIFIED USA,MODIFIED 35.78756833,MODIFIED -96.65862861
MODIFIED SUE,MODIFIED DOOR COUNTY CHERRYLAND,MODIFIED STURGEON BAY,MODIFIED WI,MODIFIED USA,MODIFIED 44.84366222,MODIFIED -87.42154111
MODIFIED SUN,MODIFIED FRIEDMAN MEMORIAL,MODIFIED HAILEY,MODIFIED ID,MODIFIED USA,MODIFIED 43.50484139,MODIFIED -114.2965903
MODIFIED SUS,MODIFIED SPIRIT OF ST LOUIS,MODIFIED ST LOUIS,MODIFIED MO,MODIFIED USA,MODIFIED 38.66187028,MODIFIED -90.65123
MODIFIED SUT,MODIFIED BRUNSWICK COUNTY,MODIFIED SOUTHPORT,MODIFIED NC,MODIFIED USA,MODIFIED 33.92925694,MODIFIED -78.07499167
MODIFIED SUW,MODIFIED RICHARD I BONG,MODIFIED SUPERIOR,MODIFIED WI,MODIFIED USA,MODIFIED 46.6897175,MODIFIED -92.094655
MODIFIED SUX,MODIFIED SIOUX GATEWAY,MODIFIED SIOUX CITY,MODIFIED IA,MODIFIED USA,MODIFIED 42.40260333,MODIFIED -96.38436694
MODIFIED SVA,MODIFIED SAVOONGA,MODIFIED SAVOONGA,MODIFIED AK,MODIFIED USA,MODIFIED 63.68639444,MODIFIED -170.4926361
MODIFIED SVC,MODIFIED GRANT COUNTY,MODIFIED SILVER CITY,MODIFIED NM,MODIFIED USA,MODIFIED 32.63654694,MODIFIED -108.1563853
MODIFIED SVE,MODIFIED SUSANVILLE MUNICIPAL,MODIFIED SUSANVILLE,MODIFIED CA,MODIFIED USA,MODIFIED 40.37684111,MODIFIED -120.5730033
MODIFIED SVH,MODIFIED STATESVILLE MUNICIPAL,MODIFIED STATESVILLE,MODIFIED NC,MODIFIED USA,MODIFIED 35.76526389,MODIFIED -80.95673611
MODIFIED SVS,MODIFIED STEVENS VILLAGE,MODIFIED STEVENS VILLAGE,MODIFIED AK,MODIFIED USA,MODIFIED 66.00900528,MODIFIED -149.0959153
MODIFIED SWD,MODIFIED SEWARD,MODIFIED SEWARD,MODIFIED AK,MODIFIED USA,MODIFIED 60.12693833,MODIFIED -149.4188122
MODIFIED SWF,MODIFIED STEWART,MODIFIED NEWBURGH,MODIFIED NY,MODIFIED USA,MODIFIED 41.50409361,MODIFIED -74.10483833
MODIFIED SWO,MODIFIED STILLWATER REGIONAL,MODIFIED STILLWATER,MODIFIED OK,MODIFIED USA,MODIFIED 36.16025194,MODIFIED -97.08577028
MODIFIED SWT,MODIFIED SEWARD MUNICIPAL,MODIFIED SEWARD,MODIFIED NE,MODIFIED USA,MODIFIED 40.86525806,MODIFIED -97.10931306
MODIFIED SWW,MODIFIED AVENGER,MODIFIED SWEETWATER,MODIFIED TX,MODIFIED USA,MODIFIED 32.46736806,MODIFIED -100.4665508
MODIFIED SXL,MODIFIED SUMMERSVILLE,MODIFIED SUMMERSVILLE,MODIFIED WV,MODIFIED USA,MODIFIED 38.23163889,MODIFIED -80.87080556
MODIFIED SXP,MODIFIED SHELDON POINT,MODIFIED SHELDON POINT,MODIFIED AK,MODIFIED USA,MODIFIED 62.52055556,MODIFIED -164.8477778
MODIFIED SXQ,MODIFIED SOLDOTNA,MODIFIED SOLDOTNA,MODIFIED AK,MODIFIED USA,MODIFIED 60.47613889,MODIFIED -151.0324444
MODIFIED SYF,MODIFIED CHEYENNE COUNTY MUNICIPAL,MODIFIED ST FRANCIS,MODIFIED KS,MODIFIED USA,MODIFIED 39.76104833,MODIFIED -101.7958414
MODIFIED SYI,MODIFIED BOMAR FIELD-SHELBYVILLE MUNICIPAL,MODIFIED SHELBYVILLE,MODIFIED TN,MODIFIED USA,MODIFIED 35.56009889,MODIFIED -86.44249333
MODIFIED SYR,MODIFIED SYRACUSE-HANCOCK INTL,MODIFIED SYRACUSE,MODIFIED NY,MODIFIED USA,MODIFIED 43.11118694,MODIFIED -76.10631056
MODIFIED SYV,MODIFIED SYLVESTER,MODIFIED SYLVESTER,MODIFIED GA,MODIFIED USA,MODIFIED 31.55851111,MODIFIED -83.89573389
MODIFIED SZP,MODIFIED SANTA PAULA,MODIFIED SANTA PAULA,MODIFIED CA,MODIFIED USA,MODIFIED 34.34722167,MODIFIED -119.061215
MODIFIED SZT,MODIFIED SANDPOINT,MODIFIED SANDPOINT,MODIFIED ID,MODIFIED USA,MODIFIED 48.29965139,MODIFIED -116.5597681
MODIFIED SZY,MODIFIED ROBERT SIBLEY,MODIFIED SELMER,MODIFIED TN,MODIFIED USA,MODIFIED 35.20295,MODIFIED -88.49836139
MODIFIED T00,MODIFIED CHAMBERS COUNTY,MODIFIED ANAHAUAC,MODIFIED TX,MODIFIED USA,MODIFIED 29.77,MODIFIED -94.66361194
MODIFIED T03,MODIFIED TUBA CITY,MODIFIED TUBA CITY,MODIFIED AZ,MODIFIED USA,MODIFIED 36.09276972,MODIFIED -111.3826419
MODIFIED T08,MODIFIED TOMAHAWK REGIONAL,MODIFIED TOMAHAWK,MODIFIED WI,MODIFIED USA,MODIFIED 45.46913889,MODIFIED -89.80569444
MODIFIED T18,MODIFIED BROOKS COUNTY,MODIFIED FALFURRIAS,MODIFIED TX,MODIFIED USA,MODIFIED 27.20683333,MODIFIED -98.12117083
MODIFIED T28,MODIFIED LAMPASAS MUNICIPAL,MODIFIED LAMPASAS,MODIFIED TX,MODIFIED USA,MODIFIED 31.10672694,MODIFIED -98.19600194
MODIFIED T35,MODIFIED CAMERON MUNICIPAL AIRPARK,MODIFIED CAMERON,MODIFIED TX,MODIFIED USA,MODIFIED 30.87935556,MODIFIED -96.97109694
MODIFIED T36,MODIFIED PAUL PITTMAN MEMORIAL,MODIFIED TYLERTOWN,MODIFIED MS,MODIFIED USA,MODIFIED 31.14601111,MODIFIED -90.168145
MODIFIED T41,MODIFIED LA PORTE MUNICIPAL,MODIFIED LA PORTE,MODIFIED TX,MODIFIED USA,MODIFIED 29.66925,MODIFIED -95.06419444
MODIFIED T44,MODIFIED TRIDENT BASIN,MODIFIED KODIAK,MODIFIED AK,MODIFIED USA,MODIFIED 57.78083333,MODIFIED -152.3913889
MODIFIED T47,MODIFIED KICKAPOO DOWNTOWN AIRPARK,MODIFIED WICHITA FALLS,MODIFIED TX,MODIFIED USA,MODIFIED 33.86122222,MODIFIED -98.4904425
MODIFIED T49,MODIFIED BIG SPRING MCMAHON-WRINKLE,MODIFIED BIG SPRING,MODIFIED TX,MODIFIED USA,MODIFIED 32.21261111,MODIFIED -101.5216389
MODIFIED T53,MODIFIED ROBSTOWN-NUECES COUNTY,MODIFIED ROBSTOWN,MODIFIED TX,MODIFIED USA,MODIFIED 27.77854306,MODIFIED -97.69052389
MODIFIED T56,MODIFIED CROCKETT-HOUSTON COUNTY,MODIFIED CROCKETT,MODIFIED TX,MODIFIED USA,MODIFIED 31.30696111,MODIFIED -95.40383056
MODIFIED T57,MODIFIED GARLAND HELIPORT,MODIFIED GARLAND,MODIFIED TX,MODIFIED USA,MODIFIED 32.887625,MODIFIED -96.6836075
MODIFIED T60,MODIFIED STONEWALL COUNTY,MODIFIED ASPERMONT,MODIFIED TX,MODIFIED USA,MODIFIED 33.17231861,MODIFIED -100.1976044
MODIFIED T65,MODIFIED MID VALLEY,MODIFIED WESLACO,MODIFIED TX,MODIFIED USA,MODIFIED 26.17763889,MODIFIED -97.97305556
MODIFIED T69,MODIFIED SINTON-SAN PATRICIO COUNTY,MODIFIED SINTON,MODIFIED TX,MODIFIED USA,MODIFIED 28.03925,MODIFIED -97.54244444
MODIFIED T71,MODIFIED CUERO MUNICIPAL,MODIFIED CUERO,MODIFIED TX,MODIFIED USA,MODIFIED 29.08358806,MODIFIED -97.26693417
MODIFIED T72,MODIFIED HEARNE MUNICIPAL,MODIFIED HEARNE,MODIFIED TX,MODIFIED USA,MODIFIED 30.87182917,MODIFIED -96.62222639
MODIFIED T74,MODIFIED TAYLOR MUNICIPAL,MODIFIED TAYLOR,MODIFIED TX,MODIFIED USA,MODIFIED 30.57194444,MODIFIED -97.44316667
MODIFIED T78,MODIFIED LIBERTY MUNICIPAL,MODIFIED LIBERTY,MODIFIED TX,MODIFIED USA,MODIFIED 30.07780556,MODIFIED -94.69855556
MODIFIED T80,MODIFIED KLEBERG COUNTY,MODIFIED KINGSVILLE,MODIFIED TX,MODIFIED USA,MODIFIED 27.55086111,MODIFIED -98.03091833
MODIFIED T82,MODIFIED GILLESPIE COUNTY,MODIFIED FREDERICKSBURG,MODIFIED TX,MODIFIED USA,MODIFIED 30.24369444,MODIFIED -98.90952778
MODIFIED T89,MODIFIED CASTROVILLE MUNICIPAL,MODIFIED CASTROVILLE,MODIFIED TX,MODIFIED USA,MODIFIED 29.34192083,MODIFIED -98.85090056
MODIFIED T90,MODIFIED CHAMBERS COUNTY,MODIFIED WINNIE/STOWELL,MODIFIED TX,MODIFIED USA,MODIFIED 29.80411,MODIFIED -94.43102306
MODIFIED T97,MODIFIED CALHOUN COUNTY,MODIFIED PORT LAVACA,MODIFIED TX,MODIFIED USA,MODIFIED 28.65405111,MODIFIED -96.6813125
MODIFIED TAD,MODIFIED PERRY STOKES,MODIFIED TRINIDAD,MODIFIED CO,MODIFIED USA,MODIFIED 37.25937778,MODIFIED -104.340675
MODIFIED TAL,MODIFIED RALPH M CALHOUN MEMORIAL,MODIFIED TANANA,MODIFIED AK,MODIFIED USA,MODIFIED 65.17439528,MODIFIED -152.1093886
MODIFIED TAN,MODIFIED TAUNTON MUNICIPAL,MODIFIED TAUNTON,MODIFIED MA,MODIFIED USA,MODIFIED 41.87460139,MODIFIED -71.01687583
MODIFIED TAZ,MODIFIED TAYLORVILLE MUNICIPAL,MODIFIED TAYLORVILLE,MODIFIED IL,MODIFIED USA,MODIFIED 39.53418583,MODIFIED -89.32781222
MODIFIED TBN,MODIFIED FORNEY AAF,MODIFIED FORT LEONARD WOOD,MODIFIED MO,MODIFIED USA,MODIFIED 37.74163111,MODIFIED -92.14073611
MODIFIED TBR,MODIFIED STATESBORO MUNICIPAL,MODIFIED STATESBORO,MODIFIED GA,MODIFIED USA,MODIFIED 32.48316667,MODIFIED -81.73727778
MODIFIED TCC,MODIFIED TUCUMCARI MUNICIPAL,MODIFIED TUCUMCARI,MODIFIED NM,MODIFIED USA,MODIFIED 35.18277806,MODIFIED -103.6031853
MODIFIED TCL,MODIFIED TUSCALOOSA MUNICIPAL,MODIFIED TUSCALOOSA,MODIFIED AL,MODIFIED USA,MODIFIED 33.2206275,MODIFIED -87.61140139
MODIFIED TCS,MODIFIED TRUTH OR CONSEQUENCES MUNICIPAL,MODIFIED TRUTH OR CONSEQUENCES,MODIFIED NM,MODIFIED USA,MODIFIED 33.23694444,MODIFIED -107.27175
MODIFIED TCT,MODIFIED TAKOTNA,MODIFIED TAKOTNA,MODIFIED AK,MODIFIED USA,MODIFIED 62.99270417,MODIFIED -156.0681903
MODIFIED TCY,MODIFIED TRACY MUNICIPAL,MODIFIED TRACY,MODIFIED CA,MODIFIED USA,MODIFIED 37.68910778,MODIFIED -121.4418172
MODIFIED TDF,MODIFIED PERSON COUNTY,MODIFIED ROXBORO,MODIFIED NC,MODIFIED USA,MODIFIED 36.28489194,MODIFIED -78.98422694
MODIFIED TDO,MODIFIED TOLEDO-WINLOCK ED CARLSON MEMORIAL,MODIFIED TOLEDO,MODIFIED WA,MODIFIED USA,MODIFIED 46.47709083,MODIFIED -122.80686
MODIFIED TDZ,MODIFIED TOLEDO METCALF,MODIFIED TOLEDO,MODIFIED OH,MODIFIED USA,MODIFIED 41.56487194,MODIFIED -83.48226139
MODIFIED TEB,MODIFIED TETERBORO,MODIFIED TETERBORO,MODIFIED NJ,MODIFIED USA,MODIFIED 40.85010139,MODIFIED -74.06083611
MODIFIED TEL,MODIFIED PERRY COUNTY MUNICIPAL,MODIFIED TELL CITY,MODIFIED IN,MODIFIED USA,MODIFIED 38.01769694,MODIFIED -86.69093
MODIFIED TEW,MODIFIED MASON JEWETT,MODIFIED MASON,MODIFIED MI,MODIFIED USA,MODIFIED 42.56576833,MODIFIED -84.42321861
MODIFIED TEX,MODIFIED TELLURIDE REGIONAL,MODIFIED TELLURIDE,MODIFIED CO,MODIFIED USA,MODIFIED 37.95375861,MODIFIED -107.90848
MODIFIED TGC,MODIFIED GIBSON COUNTY,MODIFIED TRENTON,MODIFIED TN,MODIFIED USA,MODIFIED 35.93245472,MODIFIED -88.84894028
MODIFIED TGI,MODIFIED TANGIER ISLAND,MODIFIED TANGIER,MODIFIED VA,MODIFIED USA,MODIFIED 37.82513889,MODIFIED -75.99777778
MODIFIED THA,MODIFIED TULLAHOMA REGIONAL,MODIFIED TULLAHOMA,MODIFIED TN,MODIFIED USA,MODIFIED 35.38015694,MODIFIED -86.24602333
MODIFIED THM,MODIFIED THOMPSON FALLS,MODIFIED THOMPSON FALLS,MODIFIED MT,MODIFIED USA,MODIFIED 47.57493556,MODIFIED -115.2843164
MODIFIED THP,MODIFIED HOT SPRINGS COUNTY-THERMOPOLIS MUNICIPAL,MODIFIED THERMOPOLIS,MODIFIED WY,MODIFIED USA,MODIFIED 43.65828917,MODIFIED -108.2131542
MODIFIED THV,MODIFIED YORK,MODIFIED YORK,MODIFIED PA,MODIFIED USA,MODIFIED 39.916995,MODIFIED -76.87302611
MODIFIED TIW,MODIFIED TACOMA NARROWS,MODIFIED TACOMA,MODIFIED WA,MODIFIED USA,MODIFIED 47.26793111,MODIFIED -122.5780997
MODIFIED TIX,MODIFIED SPACE COST REGIONAL,MODIFIED TITUSVILLE,MODIFIED FL,MODIFIED USA,MODIFIED 28.51479944,MODIFIED -80.7992275
MODIFIED TKA,MODIFIED TALKEETNA,MODIFIED TALKEETNA,MODIFIED AK,MODIFIED USA,MODIFIED 62.3205,MODIFIED -150.0936944
MODIFIED TKE,MODIFIED TENAKEE SPB,MODIFIED TENAKEE SPRINGS,MODIFIED AK,MODIFIED USA,MODIFIED 57.77965833,MODIFIED -135.2184439
MODIFIED TKI,MODIFIED MCKINNEY MUNICIPAL,MODIFIED MCKINNEY,MODIFIED TX,MODIFIED USA,MODIFIED 33.17794778,MODIFIED -96.5905275
MODIFIED TKX,MODIFIED KENNETT MEMORIAL,MODIFIED KENNETT,MODIFIED MO,MODIFIED USA,MODIFIED 36.23087083,MODIFIED -90.03466806
MODIFIED TLH,MODIFIED TALLAHASSEE REGIONAL,MODIFIED TALLAHASSEE,MODIFIED FL,MODIFIED USA,MODIFIED 30.39652778,MODIFIED -84.35033333
MODIFIED TLR,MODIFIED MEFFORD,MODIFIED TULARE,MODIFIED CA,MODIFIED USA,MODIFIED 36.15630556,MODIFIED -119.3261667
MODIFIED TLT,MODIFIED TULUKSAK,MODIFIED TULUKSAK,MODIFIED AK,MODIFIED USA,MODIFIED 61.09676222,MODIFIED -160.9684167
MODIFIED TMA,MODIFIED HENRY TIFT MYERS,MODIFIED TIFTON,MODIFIED GA,MODIFIED USA,MODIFIED 31.42879528,MODIFIED -83.48787167
MODIFIED TMB,MODIFIED KENDALL-TAMIAMI EXECUTIVE,MODIFIED MIAMI,MODIFIED FL,MODIFIED USA,MODIFIED 25.64788889,MODIFIED -80.43277778
MODIFIED TNI,MODIFIED WEST TINIAN,MODIFIED PEIPEINIMARU,MODIFIED CQ,MODIFIED USA,MODIFIED 14.99685028,MODIFIED -145.6180383
MODIFIED TNP,MODIFIED TWENTYNINE PALMS,MODIFIED TWENTYNINE PALMS,MODIFIED CA,MODIFIED USA,MODIFIED 34.13208528,MODIFIED -115.9458319
MODIFIED TNT,MODIFIED DADE COLLIER T AND T,MODIFIED MIAMI,MODIFIED FL,MODIFIED USA,MODIFIED 25.86180556,MODIFIED -80.897
MODIFIED TNU,MODIFIED NEWTON MUNICIPAL,MODIFIED NEWTON,MODIFIED IA,MODIFIED USA,MODIFIED 41.67442972,MODIFIED -93.02172917
MODIFIED TOA,MODIFIED ZAMPERINI,MODIFIED TORRANCE,MODIFIED CA,MODIFIED USA,MODIFIED 33.8033775,MODIFIED -118.3396
MODIFIED TOB,MODIFIED DODGE CENTER,MODIFIED DODGE CENTER,MODIFIED MN,MODIFIED USA,MODIFIED 44.018,MODIFIED -92.8315
MODIFIED TOC,"MODIFIED TOCCOA, R G LE TOURNEAU",MODIFIED TOCCOA,MODIFIED GA,MODIFIED USA,MODIFIED 34.59376444,MODIFIED -83.2958
MODIFIED TOG,MODIFIED TOGIAK VILLAGE,MODIFIED TOGIAK,MODIFIED AK,MODIFIED USA,MODIFIED 59.05284222,MODIFIED -160.3969339
MODIFIED TOI,MODIFIED TROY MUNICIPAL,MODIFIED TROY,MODIFIED AL,MODIFIED USA,MODIFIED 31.86041667,MODIFIED -86.01213889
MODIFIED TOL,MODIFIED TOLEDO EXPRESS,MODIFIED TOLEDO,MODIFIED OH,MODIFIED USA,MODIFIED 41.58680556,MODIFIED -83.80783333
MODIFIED TOP,MODIFIED PHILIP BILLARD MUNICIPAL,MODIFIED TOPEKA,MODIFIED KS,MODIFIED USA,MODIFIED 39.0686575,MODIFIED -95.62248361
MODIFIED TOR,MODIFIED TORRINGTON MUNI,MODIFIED TORRINGTON,MODIFIED WY,MODIFIED USA,MODIFIED 42.0645475,MODIFIED -104.1526986
MODIFIED TPA,MODIFIED TAMPA INTERNATIONAL,MODIFIED TAMPA,MODIFIED FL,MODIFIED USA,MODIFIED 27.97547222,MODIFIED -82.53325
MODIFIED TPF,MODIFIED PETER O. KNIGHT,MODIFIED TAMPA,MODIFIED FL,MODIFIED USA,MODIFIED 27.91557833,MODIFIED -82.44926083
MODIFIED TPH,MODIFIED TONOPAH,MODIFIED TONOPAH,MODIFIED NV,MODIFIED USA,MODIFIED 38.06020222,MODIFIED -117.0871536
MODIFIED TPL,MODIFIED DRAUGHON-MILLER CENTRAL TEXAS REGIONAL,MODIFIED TEMPLE,MODIFIED TX,MODIFIED USA,MODIFIED 31.1525,MODIFIED -97.40777778
MODIFIED TPO,MODIFIED PORT ALSWORTH,MODIFIED PORT ALSWORTH,MODIFIED AK,MODIFIED USA,MODIFIED 60.20433333,MODIFIED -154.3188728
MODIFIED TQE,MODIFIED MUNICIPAL,MODIFIED TEKAMAH,MODIFIED NE,MODIFIED USA,MODIFIED 41.76352778,MODIFIED -96.17794444
MODIFIED TQH,MODIFIED TAHLEQUAH MUNICIPAL,MODIFIED TAHLEQUAH,MODIFIED OK,MODIFIED USA,MODIFIED 35.92891667,MODIFIED -95.00452778
MODIFIED TQK,MODIFIED SCOTT CITY MUNICIPAL,MODIFIED SCOTT CITY,MODIFIED KS,MODIFIED USA,MODIFIED 38.47427778,MODIFIED -100.8849444
MODIFIED TRI,MODIFIED TRI-CITIES REGIONAL,MODIFIED BRISTOL,MODIFIED TN,MODIFIED USA,MODIFIED 36.47521417,MODIFIED -82.40742056
MODIFIED TRK,MODIFIED TRUCKEE-TAHOE,MODIFIED TRUCKEE,MODIFIED CA,MODIFIED USA,MODIFIED 39.32004222,MODIFIED -120.1395628
MODIFIED TRL,MODIFIED TERRELL MUNICIPAL,MODIFIED TERRELL,MODIFIED TX,MODIFIED USA,MODIFIED 32.71004667,MODIFIED -96.26742306
MODIFIED TRM,MODIFIED DESERT RESORTS REGIONAL,MODIFIED PALM SPRINGS,MODIFIED CA,MODIFIED USA,MODIFIED 33.62789944,MODIFIED -116.1601194
MODIFIED TRX,MODIFIED TRENTON MUNICIPAL,MODIFIED TRENTON,MODIFIED MO,MODIFIED USA,MODIFIED 40.08351333,MODIFIED -93.59063472
MODIFIED TSO,MODIFIED CARROLL COUNTY-TOLSON,MODIFIED CARROLLTON,MODIFIED OH,MODIFIED USA,MODIFIED 40.56186833,MODIFIED -81.07748611
MODIFIED TSP,MODIFIED TEHACHAPI MUNICIPAL,MODIFIED TEHACHAPI,MODIFIED CA,MODIFIED USA,MODIFIED 35.13497222,MODIFIED -118.43925
MODIFIED TT01,MODIFIED PAGAN AIRSTRIP,MODIFIED SHOMU-SHON,MODIFIED CQ,MODIFIED USA,MODIFIED 18.12444444,MODIFIED -145.7686111
MODIFIED TTA,MODIFIED SANFORD-LEE COUNTY REGIONAL,MODIFIED SANFORD,MODIFIED NC,MODIFIED USA,MODIFIED 35.58247222,MODIFIED -79.10136111
MODIFIED TTD,MODIFIED PORTLAND-TROUTDALE,MODIFIED PORTLAND,MODIFIED OR,MODIFIED USA,MODIFIED 45.54936889,MODIFIED -122.4012519
MODIFIED TTF,MODIFIED MONROE CUSTER,MODIFIED MONROE,MODIFIED MI,MODIFIED USA,MODIFIED 41.93990639,MODIFIED -83.43468306
MODIFIED TTN,MODIFIED TRENTON-MERCER COUNTY,MODIFIED TRENTON,MODIFIED NJ,MODIFIED USA,MODIFIED 40.27669111,MODIFIED -74.81346833
MODIFIED TUL,MODIFIED TULSA INTERNATIONAL,MODIFIED TULSA,MODIFIED OK,MODIFIED USA,MODIFIED 36.19837222,MODIFIED -95.88824167
MODIFIED TUP,MODIFIED TUPELO MUNICIPAL,MODIFIED TUPELO,MODIFIED MS,MODIFIED USA,MODIFIED 34.26810833,MODIFIED -88.769895
MODIFIED TUS,MODIFIED TUCSON INTERNATIONAL,MODIFIED TUCSON,MODIFIED AZ,MODIFIED USA,MODIFIED 32.11608333,MODIFIED -110.9410278
MODIFIED TVB,MODIFIED CABOOL MEMORIAL,MODIFIED CABOOL,MODIFIED MO,MODIFIED USA,MODIFIED 37.13244083,MODIFIED -92.08396167
MODIFIED TVC,MODIFIED CHERRY CAPITAL,MODIFIED TRAVERSE CITY,MODIFIED MI,MODIFIED USA,MODIFIED 44.74144472,MODIFIED -85.582235
MODIFIED TVF,MODIFIED THIEF RIVER FALLS REGIONAL,MODIFIED THIEF RIVER FALLS,MODIFIED MN,MODIFIED USA,MODIFIED 48.06550028,MODIFIED -96.18336083
MODIFIED TVI,MODIFIED THOMASVILLE MUNICIPAL,MODIFIED THOMASVILLE,MODIFIED GA,MODIFIED USA,MODIFIED 30.90155194,MODIFIED -83.88133556
MODIFIED TVK,MODIFIED CENTERVILLE MUNICIPAL,MODIFIED CENTERVILLE,MODIFIED IA,MODIFIED USA,MODIFIED 40.68390306,MODIFIED -92.90103333
MODIFIED TVL,MODIFIED LAKE TAHOE,MODIFIED SOUTH LAKE TAHOE,MODIFIED CA,MODIFIED USA,MODIFIED 38.89388167,MODIFIED -119.9953347
MODIFIED TVR,MODIFIED VICKSBURG TALLULAH REGIONAL,MODIFIED TALLULAH,MODIFIED LA,MODIFIED USA,MODIFIED 32.35160639,MODIFIED -91.02768917
MODIFIED TVY,MODIFIED TOOELE VALLEY,MODIFIED TOOELE,MODIFIED UT,MODIFIED USA,MODIFIED 40.6122725,MODIFIED -112.3507719
MODIFIED TWF,MODIFIED JOSLIN FIELD - MAGIC VALLEY,MODIFIED TWIN FALLS,MODIFIED ID,MODIFIED USA,MODIFIED 42.48180389,MODIFIED -114.4877356
MODIFIED TWM,MODIFIED RICHARD B. HELGESON,MODIFIED TWO HARBORS,MODIFIED MN,MODIFIED USA,MODIFIED 47.049225,MODIFIED -91.74514167
MODIFIED TXK,MODIFIED TEXARKANA REGIONAL-WEBB,MODIFIED TEXARKANA,MODIFIED AR,MODIFIED USA,MODIFIED 33.45370806,MODIFIED -93.99102
MODIFIED TYL,MODIFIED TAYLOR,MODIFIED TAYLOR,MODIFIED AZ,MODIFIED USA,MODIFIED 34.45283333,MODIFIED -110.1148056
MODIFIED TYQ,MODIFIED INDIANAPOLIS TERRY,MODIFIED INDIANAPOLIS,MODIFIED IN,MODIFIED USA,MODIFIED 40.03064972,MODIFIED -86.2514375
MODIFIED TYR,MODIFIED TYLER POUNDS,MODIFIED TYLER,MODIFIED TX,MODIFIED USA,MODIFIED 32.35413889,MODIFIED -95.40238611
MODIFIED TYS,MODIFIED MCGHEE-TYSON,MODIFIED KNOXVILLE,MODIFIED TN,MODIFIED USA,MODIFIED 35.81248722,MODIFIED -83.99285583
MODIFIED TZR,MODIFIED BOLTON,MODIFIED COLUMBUS,MODIFIED OH,MODIFIED USA,MODIFIED 39.90081778,MODIFIED -83.13719361
